Country: USA,,,,,,,,,
Variable: Firmdeath_Emp,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
m) ALL,"4,015","1,937","1,308","1,033",131,525,580,.,.
,           1999,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,.,
b) 1,627,238,248,127,.,.,.,.,
c) 2,503,142,D,D,.,.,.,.,
d) 3,330,176,161,154,.,.,.,.,.
e) 4,274,178,D,D,.,.,.,.,
f) 5,252,D,78,D,.,.,.,.,.
g) 6 to 10,800,302,489,D,.,.,.,D,
h) 11 to 15,406,235,304,D,D,.,.,.,.
i) 16 to 20,243,104,D,.,.,D,.,.,.
j) 21 to 25,D,D,.,.,.,.,.,.,.
k) 26+,,,,,,,,,
l) Left Censored,D,164,132,D,.,.,.,.,.
m) ALL,"3,747","1,644","1,787","1,423",132,355,.,"1,166",.
,           2000,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,541,D,132,D,.,D,.,.,.
c) 2,382,180,281,154,.,.,.,.,
d) 3,316,193,D,D,.,.,.,.,
e) 4,273,105,D,D,.,.,.,.,.
f) 5,180,91,D,D,.,.,.,.,
g) 6 to 10,623,332,264,324,D,.,D,.,.
h) 11 to 15,387,176,146,256,.,.,.,.,.
i) 16 to 20,240,147,D,D,.,.,.,.,.
j) 21 to 25,62,D,D,.,.,.,.,.,.
k) 26+,,,,,,,,,
l) Left Censored,252,147,D,D,.,.,.,.,.
m) ALL,"3,256","1,628","1,497","1,225",115,336,503,.,.
,           2001,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,.,
b) 1,694,D,109,D,.,.,.,.,
c) 2,341,D,218,.,D,.,.,.,.
d) 3,312,154,159,D,D,.,.,.,
e) 4,249,140,213,251,.,.,.,.,
f) 5,263,D,121,D,.,D,.,.,.
g) 6 to 10,568,342,287,D,.,.,.,D,.
h) 11 to 15,323,198,211,D,.,D,.,.,.
i) 16 to 20,227,D,182,D,.,.,.,.,.
j) 21 to 25,114,50,.,D,D,.,.,.,.
k) 26+,,,,,,,,,
l) Left Censored,222,80,.,.,.,.,.,.,.
