Country: USA,,,,,,,,,
Variable: Net_Job_Creation,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,           2001,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"5,465","3,275","3,189","4,741","1,877",867,D,D,
b) 1,-712,32,149,526,-473,-196,605,15,
c) 2,-528,-316,-286,-302,-213,406,35,D,D
d) 3,-500,-192,-375,-163,-397,-276,D,D,
e) 4,-421,-79,-175,-542,41,153,D,D,
f) 5,-329,-125,-206,217,84,-210,38,D,D
g) 6 to 10,-957,-435,-149,10,222,-523,265,D,D
h) 11 to 15,-626,-550,-421,-323,-403,219,-14,720,49
i) 16 to 20,-304,-154,-323,-84,-40,-332,-353,D,D
j) 21 to 25,-264,-230,-104,-174,-365,43,83,D,D
k) 26+,,,,,,,,,
l) Left Censored,-410,-246,-213,-497,-37,214,180,-457,761
m) ALL,414,980,"1,086","3,409",296,365,"1,713","5,282",109
,           2002,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"6,452","3,959","3,383","5,366","2,696",D,,D,
b) 1,-718,-24,-281,-496,-186,376,111,D,D
c) 2,-681,-280,-277,-563,143,140,-325,7,
d) 3,-356,-233,-304,-163,-184,-345,-601,D,D
e) 4,-318,-220,-112,-333,-345,-592,D,D,
f) 5,-386,-274,-204,-195,33,-526,D,D,
g) 6 to 10,"-1,171",-760,"-1,395","-1,242",-266,D,63,-425,D
h) 11 to 15,-743,-805,-889,"-1,138",-502,-427,476,D,D
i) 16 to 20,-453,-564,-605,-305,-163,-603,-196,-159,52
j) 21 to 25,-309,-294,-218,-410,-339,-459,21,D,D
k) 26+,,,,,,,,,
l) Left Censored,-555,-498,-300,"-1,274",-526,395,-734,-858,-219
m) ALL,762,7,"-1,202",-753,361,420,"-1,002","-8,414",-269
,           2003,Estab Size,,,,,,,
