Country: USA,,,,,,,,,,,,
Variable: Denom,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
a) 0,"2,256",969,786,661,D,D,,,,,,
b) 1,"2,389","2,176","1,925","2,659","1,333",875,"1,265",,,,,
c) 2,"1,831","1,877","2,162","1,463","1,784",D,D,D,D,D,,
d) 3,"1,497","1,630","1,788","1,811","1,160",586,D,D,D,D,D,
e) 4,"1,266","1,526","1,370","1,497",580,838,D,D,,,,D
f) 5,"1,154","1,479","1,463","1,500","1,141",805,"1,343",D,D,,,D
g) 6 to 10,"5,018","6,337","7,275","8,304","6,045","4,102","3,441","4,495","4,899",D,461,D
h) 11 to 15,"3,186","4,905","6,149","7,575",D,"4,450","4,037",410,"2,855",447,D,"1,037"
i) 16 to 20,"2,618","3,790","5,035","6,912","3,907","7,330","3,987","1,247","13,833",348,"1,166","1,333"
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"3,289","5,059","8,190","15,353","10,858","18,185","14,318","14,030","22,414","32,044","9,202","60,917"
m) ALL,"24,504","29,748","36,143","47,735","30,866","37,618","29,274","22,762","47,828","38,593","11,787","64,754"
,           1998,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,130","1,003",878,"1,150",444,D,D,,D,,,
b) 1,"2,363","2,092","1,752","1,902",779,709,D,D,,,,
c) 2,"1,864","1,843","2,054","2,379","1,302",D,"1,091",,,,D,
d) 3,"1,497","1,617","1,962","1,746","1,570",564,35,D,D,,,
e) 4,"1,350","1,367","1,580","1,981",922,806,D,D,D,D,D,
f) 5,"1,097","1,426","1,208","1,661",653,856,D,D,,D,D,D
g) 6 to 10,"4,710","6,335","6,833","7,099","5,301","4,546","2,117","2,939","4,965",,D,D
h) 11 to 15,"3,126","4,623","5,820","8,075","4,311","4,617","3,616","4,678","4,526",628,175,"1,121"
